BusinessName,DBAName,Address,City,State,Zip,LICSTATUS,LICENSECAT,DESCRIPT,LicenseAddDtTm,DAYPHN,Property_ID,Location
HIEN VUONG RESTAURANT,,1487 Dorchester,Dorchester,MA,02122,Active,FS,Eating & Drinking,12/07/2006 01:34:35 PM,+16172829791,157039,"(42.299933, -71.060441)"
HI-FI PIZZA,,1508 Dorchester,Dorchester,MA,02122,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:39 PM,+16174369656,156760,"(42.299301, -71.060249)"
HIGH SPOT DELI,,8 Beacon,Boston,MA,02108,Active,FS,Eating & Drinking,12/07/2006 01:34:51 PM,+19782838288,155953,"(42.358141, -71.06179)"
HIGHLAND TAP OF BOSTON INC.,,2121 Washington,Roxbury,MA,02119,Active,FS,Eating & Drinking,12/07/2006 01:34:10 PM,+16177693191,155750,"(42.331982, -71.081961)"
HILLEL,,213 Bay State,Boston,MA,02215,Active,FS,Eating & Drinking,12/07/2006 01:36:18 PM,+16173532947,157671,"(42.350771, -71.102931)"
Hills Deli,,3696 Washington,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,12/07/2006 01:33:56 PM,+10003253523,144967,"(42.30064, -71.1127)"
HILLSIDE CAFE,,21 ST THOMAS MORE,BRIGHTON,MA,02135,Active,FS,Eating & Drinking,03/23/2007 04:59:23 PM,+16175523181,,"(42.3594, -71.0587)"
HILLSTONE RESTAURANT,,60 State,Boston,MA,02109,Active,FS,Eating & Drinking,12/07/2006 01:35:40 PM,+16025532111,130427,"(42.35927, -71.05643)"
Hilton Boston Back Bay Coffee Bar,,40 Dalton,Boston,MA,02115,Active,FS,Eating & Drinking,07/16/2008 02:11:08 PM,+16172361100,45831,"(42.34645, -71.08526)"
HILTON BOSTON FINANCIAL DISTRICT,,89 Broad,Boston,MA,02110,Active,FS,Eating & Drinking,04/02/2007 09:23:36 AM,+16173481228,20586,"(42.35744, -71.05316)"
HILTON BOSTON LOGAN AIRPORT,,85 TERMINAL,EAST BOSTON,MA,02128,Active,FS,Eating & Drinking,12/07/2006 01:35:08 PM,+16175686700,,"(42.3594, -71.0587)"
Himayalan Bistro,,1735 Centre,West Roxbury,MA,02132,Active,FS,Eating & Drinking,12/07/2006 01:36:41 PM,+10003253500,157550,"(42.287452, -71.14975)"
Holiday Inn Express,,280 Friend,Boston,MA,02114,Active,FS,Eating & Drinking,10/03/2008 09:08:07 AM,+10000000000,,"(42.3594, -71.0587)"
Holiday Inn Express,,69R Boston,DORCHESTER,MA,02125,Active,FS,Eating & Drinking,04/17/2007 08:55:31 AM,+10000000000,,"(42.3594, -71.0587)"
Honey Dew Donuts,,14 Maverick,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,04/22/2011 01:28:24 PM,+16175674100,157627,"(42.369388, -71.03982)"
Honey Dew Donuts,,470 Meridian,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,02/27/2009 09:30:54 AM,+18579912021,,"(42.3594, -71.0587)"
Honey Dew Donuts,,700 Atlantic,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:06 PM,+17815953129,156723,"(42.3594, -71.0587)"
Hong Kong 888 Cafe,,888 South,Roslindale,MA,02132,Active,FT,Eating & Drinking w/ Take Out,07/06/2012 10:33:28 AM,+16173238122,169825,"(42.28857, -71.134317)"
Hong Kong At Faneuil Hall,,65 Chatham,Boston,MA,02109,Active,FS,Eating & Drinking,12/07/2006 01:33:56 PM,+10000000000,157025,"(42.359592, -71.053858)"
HONG KONG CHEF,,889 Dorchester,Dorchester,MA,02125,Active,FS,Eating & Drinking,04/17/2012 02:00:55 PM,+16172884228,158361,"(42.320061, -71.056929)"
Hong Kong Eatery,,79 HARRISON ,BOSTON,MA,02111,Active,FS,Eating & Drinking,12/07/2006 01:34:27 PM,+16174230838,,"(42.3594, -71.0587)"
Hong Kong Harbour,,5 Maverick,East Boston,MA,02128,Active,FS,Eating & Drinking,07/07/2008 09:00:50 AM,+16175693855,92896,"(42.36888, -71.039276)"
Hong Ze,,21 Hudson,Boston,MA,02111,Active,FS,Eating & Drinking,09/08/2008 09:55:48 AM,+16173386688,75860,"(42.35058, -71.06029)"
Hoshi Japanese Restaurant,,525 Washington,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,10/21/2010 12:46:05 PM,+10000000000,143608,"(42.3492, -71.162949)"
Hostelling International Boston,,11 Stuart,Boston,MA,02116,Active,FS,Eating & Drinking,06/19/2012 09:11:50 AM,+16175369455,131638,"(42.35117, -71.06359)"
HOST-JOHN ROCKETS-GATE 28,,300 Terminal,East Boston/,MA,02128,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:35 PM,+16174386184,341352,"(42.3594, -71.0587)"
HOST-STARBUCKS (GATE B31),,200 LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,02128,Active,FT,Eating & Drinking w/ Take Out,03/10/2007 11:52:07 AM,+16174386338,,"(42.3594, -71.0587)"
HOST-STARBUCKS-GATE C28 Trmnl C,,300 Terminal,East Boston/,MA,02128,Active,FT,Eating & Drinking w/ Take Out,03/10/2007 11:29:52 AM,+16174386338,341352,"(42.3594, -71.0587)"
Host-Wolfgang Pucks-Gate 28,,300 LOGAN AIRPORT TRMNL C,EAST BOSTON,MA,02128,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:35 PM,+16174386184,,"(42.3594, -71.0587)"
Hot Pot Buffet,,70 Beach,Boston,MA,02111,Active,FS,Eating & Drinking,03/18/2010 03:23:42 PM,+10000000000,9403,"(42.351353, -71.059891)"
House of Blues,,35 Lansdowne,Boston,MA,02215,Active,FS,Eating & Drinking,08/01/2008 11:13:57 AM,+16172622605,84007,"(42.347388, -71.09615)"
HOUSE OF SIAM,,542 COLUMBUS ,BOSTON,MA,02118,Active,FS,Eating & Drinking,12/07/2006 01:34:57 PM,+16172671755,,"(42.3594, -71.0587)"
House of Siam on Tremont,,592 TREMONT,BOSTON,MA,02118,Active,FS,Eating & Drinking,10/24/2008 01:56:05 PM,+16172677426,,"(42.3594, -71.0587)"
Howl at the Moon,,184 High,Boston,MA,02110,Active,FS,Eating & Drinking,08/20/2010 08:50:20 AM,+16172924695,251577,"(42.35668, -71.05257)"
Hsin Hsin,,25 Massachusetts,Boston,MA,02115,Active,FS,Eating & Drinking,12/07/2006 01:34:47 PM,+17819856347,158381,"(42.350505, -71.089578)"
Hungry I,,71 Charles,Boston,MA,02114,Active,FS,Eating & Drinking,12/07/2006 01:33:56 PM,+10002273524,29174,"(42.35819, -71.07029)"
Hungry Traveler,,27 COURT SQ,BOSTON,MA,02108,Active,FS,Eating & Drinking,09/17/2008 09:10:16 AM,+16177421894,,"(42.3594, -71.0587)"
HURRICANE O'REILLY'S,,144 Canal,Boston,MA,02114,Active,FS,Eating & Drinking,12/07/2006 01:35:32 PM,+16174517400,25416,"(42.36476, -71.060746)"
HYATT CONF. & HOTEL (FS),,101 Harborside,East Boston,MA,02128,Active,FS,Eating & Drinking,12/07/2006 01:34:32 PM,+16175681234,155864,"(42.359198, -71.027191)"
Hyatt Regency Boston,,1 AVENUE DE LAFAYETTE,BOSTON,MA,02111,Active,FS,Eating & Drinking,12/07/2006 01:36:14 PM,+16179121234,,"(42.3594, -71.0587)"
Ichiban Yakitori Sushi House,,14 Westland,Boston,MA,02115,Active,FS,Eating & Drinking,03/28/2013 09:33:55 AM,+16172367907,148476,"(42.343206, -71.086749)"
IDEAL CAFE 'D PIZZA,,482 Centre,Jamaica Plain,MA,02130,Active,FT,Eating & Drinking w/ Take Out,03/23/2007 10:45:45 AM,+16175243344,28073,"(42.31858, -71.11206)"
IDEAL SUB SHOP,,522 Dudley,Roxbury,MA,02119,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:19 PM,+16174421560,155793,"(42.322343, -71.072418)"
IKURA,,254 Newbury,Boston,MA,02116,Active,FS,Eating & Drinking,12/03/2012 09:40:23 AM,+16177777695,101470,"(42.34931, -71.08274)"
IL MONDO,,682 Huntington,Mission Hill,MA,02120,Active,FT,Eating & Drinking w/ Take Out,06/22/2009 10:26:03 AM,+16173359833,156833,"(42.334854, -71.102439)"
Il Mondo Pizza,,182 Massachusetts,Boston,MA,02115,Active,FS,Eating & Drinking,06/22/2012 02:25:27 PM,+16172777161,156751,"(42.345747, -71.086679)"
IL NIDO,,257 North,Boston,MA,02113,Active,FS,Eating & Drinking,12/07/2006 01:34:30 PM,+16177424272,157407,"(42.363673, -71.051898)"
Il Panino Restaurant,,7 Parmenter,Boston,MA,02113,Active,FS,Eating & Drinking,12/07/2006 01:34:06 PM,+16177201336,155738,"(42.363904, -71.054768)"
Imperial Kitchen,,50 Corinth,Roslindale,MA,02131,Active,FS,Eating & Drinking,09/06/2012 03:19:08 PM,+16173272249,155709,"(42.285933, -71.129089)"
IMPERIAL PIZZA,,329 Washington,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:33:59 PM,+17813223437,143519,"(42.34921, -71.15219)"
In Boston,,85 Bedford,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,02/16/2012 08:53:33 AM,+16173575400,156236,"(42.353107, -71.05868)"
In House Cafe,,190 Harvard,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,12/03/2007 01:19:36 PM,+16176863350,,"(42.3594, -71.0587)"
INBOUND PIZZA & RESTAURANT,,1232 Commonwealth,Allston,MA,02135,Active,FS,Eating & Drinking,12/07/2006 01:36:20 PM,+18579193434,156880,"(42.349822, -71.131038)"
India Quality,,484 COMMONWEALTH ,BOSTON,MA,02215,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:04 PM,+10006288722,,"(42.3594, -71.0587)"
Infusions Tea Spa,,108 Brighton,Allston,MA,02134,Active,FS,Eating & Drinking,09/28/2007 02:32:09 PM,+16172541122,20068,"(42.35258, -71.13051)"
Insomnia Cookies,,708 Commonwealth,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,03/28/2013 10:58:30 AM,+12122062403,41235,"(42.34954, -71.1054)"
Institute Of Contemporary Art/Water Cafe,,70 Northern,Boston,MA,02210,Active,FS,Eating & Drinking,12/06/2006 11:24:37 AM,+16174783177,103901,"(42.352885, -71.043012)"
Intercontinental Boston - Rumba Bar,,500 Atlantic,Boston,MA,02210,Active,FS,Eating & Drinking,12/05/2006 12:28:17 PM,+16177471000,6181,"(42.3541, -71.05228)"
Intercontinental Boston - Sushi Teq,,500 Atlantic,Boston,MA,02210,Active,FS,Eating & Drinking,04/27/2007 08:42:24 AM,+16177471000,6181,"(42.3541, -71.05228)"
INTERMISSION TAVERN,,228 Tremont,Boston,MA,02116,Active,FS,Eating & Drinking,12/07/2006 01:36:20 PM,+16176991053,137460,"(42.351346, -71.064584)"
International House of Pancake,,1850 SOLDIERS FIELD,BRIGHTON,MA,02135,Active,FS,Eating & Drinking,12/07/2006 01:34:03 PM,+16612948877,,"(42.3594, -71.0587)"
IPIZZA AND GRILL,,283 Old Colony,South Boston,MA,02127,Active,FS,Eating & Drinking,11/26/2013 08:44:31 AM,+16172690880,105086,"(42.33032, -71.05288)"
Irashai Sushi and Teriyaki,,8 Kneeland,Boston,MA,02111,Active,FS,Eating & Drinking,04/05/2011 11:29:26 AM,+16173506888,156344,"(42.351008, -71.062428)"
IRIE Restaurant/Wings & Things,,310 Bowdoin,Dorchester,MA,02122,Active,FS,Eating & Drinking,12/07/2006 01:36:29 PM,+16179293866,157271,"(42.307937, -71.065428)"
Irish Village Inc.,,224 Market,Brighton,MA,02135,Active,FS,Eating & Drinking,12/07/2006 01:34:06 PM,+16177875427,90180,"(42.35491, -71.14966)"
IRON MOUNTAIN,,1 Federal,Boston,MA,02110,Active,FS,Eating & Drinking,01/17/2014 12:37:09 PM,+15086337680,57149,"(42.3561, -71.05695)"
IRON MOUNTAIN,,745 ATLANTIC ,BOSTON,MA,02111,Active,FS,Eating & Drinking,12/07/2006 01:35:52 PM,+16175352929,,"(42.3594, -71.0587)"
Iron Wok (Unit F-3),,8 Park,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,06/18/2012 08:17:22 AM,+16177422888,155883,"(42.351362, -71.06874)"
IRONSIDE GRILLE,,23 Park,Charlestown,MA,02129,Active,FS,Eating & Drinking,12/07/2006 01:34:16 PM,+16172421384,107225,"(42.372572, -71.061056)"
Island Creek Oyster Bar,,500 Commonwealth,Boston,MA,02215,Active,FS,Eating & Drinking,07/01/2010 11:06:43 AM,+17816407215,157943,"(42.348521, -71.095099)"
ISLAND STYLE INC.,,183 Washington,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:08 PM,+16173615485,158297,"(42.303349, -71.07876)"
Itadaki,,269 Newbury,Boston,MA,02116,Active,FS,Eating & Drinking,05/13/2011 08:58:27 AM,+16179535200,101482,"(42.349544, -71.083565)"
Ittoku,,1414 Commonwealth,Allston,MA,02135,Active,FS,Eating & Drinking,05/21/2013 02:04:09 PM,+10000000000,156360,"(42.34853, -71.139039)"
Ivy Cafe,,179 HARVARD AV,BOSTON,MA,02134,Active,FS,Eating & Drinking,07/15/2008 09:47:43 AM,+17742701949,,"(42.3594, -71.0587)"
J & J IRISH PUB & GRILLE,,1130 Dorchester,Dorchester,MA,02122,Active,FS,Eating & Drinking,12/07/2006 01:34:32 PM,+16172825919,156549,"(42.312214, -71.057191)"
J J Foley's Cafe,,117 EAST BERKELEY,BOSTON,MA,02118,Active,FS,Eating & Drinking,06/27/2007 03:46:08 PM,+16177280315,,"(42.3594, -71.0587)"
J J FOLEY'S GRILL INC.,,19 KINGSTON,BOSTON,MA,02111,Active,FS,Eating & Drinking,12/07/2006 01:34:20 PM,+16174828075,,"(42.3594, -71.0587)"
J M Curley,,21 Temple,Boston,MA,02111,Active,FS,Eating & Drinking,06/29/2011 03:02:45 PM,+10000000000,134061,"(42.3552, -71.06239)"
J P House of Pizza,,775 Centre,Jamaica Plain,MA,02130,Active,FT,Eating & Drinking w/ Take Out,12/03/2012 01:02:48 PM,+16175224154,28202,"(42.31006, -71.11548)"
J P Kitchen,,3510 Washington,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,08/24/2012 08:02:01 AM,+16175240888,144943,"(42.30583, -71.10785)"
J P Licks @ Charles Street,,144 Charles,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,02/16/2012 10:58:18 AM,+16175242020,29126,"(42.35998, -71.071)"
J P Licks@Boylston St.,,1106 Boylston,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,09/14/2012 10:23:00 AM,+16175242020,17997,"(42.346828, -71.08857)"
J. J. DONOVAN INC.,,200 FANEUIL HALL MARKET,BOSTON,MA,02109,Active,FS,Eating & Drinking,04/11/2007 11:15:04 AM,+10000000000,,"(42.3594, -71.0587)"
J. P. SEAFOOD CAFE INC.,,730 Centre,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,12/07/2006 01:34:45 PM,+16175226092,155925,"(42.310802, -71.114458)"
J. Pace & Son Uptown,,225 Northern,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,03/18/2009 09:37:16 AM,+17812319599,103889,"(42.348075, -71.039263)"
J.M.P. FINE INDIAN CUISINE,,1 Brighton,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:35 PM,+16177879700,157732,"(42.352411, -71.125329)"
J.P. LICKS AT W.R.  INC.,,661 V F W ,WEST ROXBURY,MA,02167,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:26 PM,+16175242020,,"(42.3594, -71.0587)"
J.P. LICKS INC.,,659 Centre,Jamaica Plain,MA,02130,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:05 PM,+16175242020,156020,"(42.312887, -71.114449)"
J.R.'S HIDEAWAY,,29 Foodmart,Roxbury,MA,02118,Active,FT,Eating & Drinking w/ Take Out,10/17/2011 09:34:46 AM,+16172697100,156434,"(42.335891, -71.06312)"
Jacob Wirth Restaurant,,31 Stuart,Boston,MA,02116,Active,FS,Eating & Drinking,12/07/2006 01:34:05 PM,+16175745070,131648,"(42.35126, -71.06375)"
Jacques,,77 Broadway,Boston,MA,02215,Active,FS,Eating & Drinking,12/07/2006 01:33:54 PM,+10005364053,157703,"(42.349957, -71.06744)"
Jade Garden Restaurant,LCY  Inc.,20 Tyler,Boston,MA,02111,Active,FS,Eating & Drinking,06/04/2009 12:49:05 PM,+16174233288,138814,"(42.35069, -71.06057)"
JAE'S CAFE & GRILL INC,,520 COLUMBUS ,BOSTON,MA,02118,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:15 PM,+10000000000,,"(42.3594, -71.0587)"
Jaho Coffee & Tea,,1651 Washington,Roxbury,MA,02118,Active,FT,Eating & Drinking w/ Take Out,03/08/2011 08:40:26 AM,+16172361680,144306,"(42.3379, -71.07541)"
Jamba Juice,,700 Commonwealth,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,11/08/2012 11:30:04 AM,+16173532990,41232,"(42.34936, -71.10402)"
JAMES'S GATE,,5 Mcbride,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,12/07/2006 01:34:54 PM,+10009832000,93401,"(42.3058, -71.11443)"
Jane's Salad & Buffet,,274 FRANKLIN ST,BOSTON,MA,02110,Active,FS,Eating & Drinking,07/11/2007 02:39:17 PM,+16177371193,,"(42.3594, -71.0587)"
Japanese Hot Pot,,16 Tyler,Boston,MA,02111,Active,FS,Eating & Drinking,12/07/2006 01:35:28 PM,+16172928828,138811,"(42.3508, -71.06052)"
Jasmine Bistro,,412 Market,Brighton,MA,02135,Active,FS,Eating & Drinking,04/01/2007 09:03:33 AM,+16177894676,158007,"(42.349452, -71.15314)"
Java City @ Simmons College,,300 Fenway,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,09/10/2010 11:07:23 AM,+16175212903,57444,"(42.33931, -71.09996)"
JAZZMAN'S BY SODEXO@DANA FARBER,,450 Brookline,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,04/25/2013 12:47:07 PM,+10000000000,,"(42.3594, -71.0587)"
JEANIE JOHNSTON PUB,,144 South,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,12/07/2006 01:36:06 PM,+16179839432,156266,"(42.305066, -71.114449)"
Jen Lai Noodle and Rice Co.,,1 FANEUIL HALL MKT PL,BOSTON,MA,02109,Active,FT,Eating & Drinking w/ Take Out,04/01/2007 09:39:37 AM,+19087568888,,"(42.3594, -71.0587)"
Jennie's Cafe Restaurant,,830 Blue Hill,Dorchester,MA,02124,Active,FS,Eating & Drinking,08/01/2012 12:32:38 PM,+16178258282,16567,"(42.29621, -71.08718)"
JENNY'S PIZZA,,320 Medford,Charlestown,MA,02129,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:16 PM,+16175920785,93732,"(42.38126, -71.06301)"
Jerry Remmy's Sports Bar & Grill & Roof,,1265 Boylston,BOSTON,MA,02215,Active,FS,Eating & Drinking,11/24/2009 10:48:27 AM,+16175221771,,"(42.3594, -71.0587)"
Jerry Remy's Sports Bar & Grill,,162 Seaport,Boston,MA,02210,Active,FS,Eating & Drinking,07/23/2010 10:06:39 AM,+16178997012,341425,"(42.350748, -71.041014)"
Jeveli's,,387 Chelsea,East Boston,MA,02128,Active,FS,Eating & Drinking,12/07/2006 01:33:56 PM,+16175679539,155705,"(42.379491, -71.027388)"
Jillian's Billiard Club,,145 Ipswich,Boston,MA,02215,Active,FS,Eating & Drinking,12/07/2006 01:34:04 PM,+10004370300,157262,"(42.347411, -71.094422)"
Jim Roche Ice Arena,,1275 VFW,West Roxbury,MA,,Active,FS,Eating & Drinking,09/14/2007 08:43:47 AM,+16173239512,,"(42.3594, -71.0587)"
Jimmies Ice Cream Parlor,,46 CORINTH ST,BOSTON,MA,02131,Active,FT,Eating & Drinking w/ Take Out,03/18/2009 10:06:50 AM,+18577196665,,"(42.3594, -71.0587)"
Jim's Restaurant and Deli,,371 Washington,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:19 PM,+16177872626,155792,"(42.349317, -71.154051)"
Jo Jo Taipei,,101 Brighton,Allston,MA,02134,Active,FS,Eating & Drinking,04/18/2008 08:55:03 AM,+16172309893,20067,"(42.353081, -71.130624)"
Jockeys Room Kitchen,,111 Waldemar,East Boston,MA,02128,Active,FS,Eating & Drinking,04/30/2013 09:27:12 AM,+16175683216,141471,"(42.39443, -71.00029)"
JOE'S AMERICAN BAR & GRILL,,100 Atlantic,Boston,MA,02111,Active,FS,Eating & Drinking,04/05/2011 09:05:42 AM,+16175364200,155959,"(42.361967, -71.050671)"
JOE'S AMERICAN BAR & GRILL,,26 Exeter,Boston,MA,02116,Active,FS,Eating & Drinking,04/05/2011 09:00:03 AM,+16175364200,55335,"(42.35061, -71.07967)"
JOE'S SUBS,,140 Dudley,Roxbury,MA,02119,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:33:58 PM,+19057720000,49635,"(42.329035, -71.08372)"
Joey's,,416 Market,Brighton,MA,02135,Active,FS,Eating & Drinking,12/07/2006 01:34:07 PM,+16172549381,157690,"(42.349397, -71.153148)"
JOEY'S FUN FOODS,,100-199 Faneuil Hall Market,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,04/20/2007 09:25:00 AM,+16172610065,,"(42.3594, -71.0587)"
JOHN B. HYNES VET. MEM. CTR.,,880 Boylston,Boston,MA,02116,Active,FS,Eating & Drinking,05/26/2010 12:48:35 PM,+16179542100,18415,"(42.34753, -71.08411)"
Johnnies On The Side,,138 Portland,Boston,MA,02114,Active,FS,Eating & Drinking,03/18/2008 03:13:59 PM,+16172271588,,"(42.3594, -71.0587)"
JOHNNY'S PIZZA & SUBS,,1917 Dorchester,Dorchester,MA,02124,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:24 PM,+10000000000,156515,"(42.285213, -71.064638)"
JORDAN'S BAR,,4 Yawkey,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,01/24/2014 10:18:46 AM,+19788573916,156417,"(42.346723, -71.09868)"
JOSE MCINTYRE'S,,160 Milk,Boston,MA,02109,Active,FS,Eating & Drinking,12/07/2006 01:34:31 PM,+16173531996,95433,"(42.358689, -71.052756)"
JOSEPH'S PIZZA & SUBS,,8 Huntington,Mission Hill,MA,02130,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:19 PM,+16177319880,156493,"(42.331757, -71.111738)"
Joshua Tree,,1316 Commonwealth,Allston,MA,02134,Active,FS,Eating & Drinking,12/07/2006 01:35:40 PM,+16179057345,156765,"(42.348336, -71.138408)"
Joshua's Deli,,42 Batterymarch,Boston,MA,02110,Active,FS,Eating & Drinking,05/13/2013 01:23:53 PM,+16174517779,8804,"(42.35757, -71.05385)"
JOYFUL GARDEN @ DAYS HOTEL,,1234 SOLDIERS FIELD,BRIGHTON,MA,02135,Active,FS,Eating & Drinking,12/07/2006 01:36:34 PM,+16179538889,,"(42.3594, -71.0587)"
JP LICKS @ BRIGHAM CIRCLE,,1618 Tremont,Mission Hill,MA,02120,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:20 PM,+16175242020,157254,"(42.333351, -71.10442)"
J'S CAFE @BOS. W & S,,980 Harrison,Roxbury,MA,02119,Active,FS,Eating & Drinking,12/07/2006 01:36:34 PM,+17816031643,156921,"(42.330692, -71.079283)"
Juba Market Cafe,,50 John Eliot,Roxbury,MA,02119,Active,FS,Eating & Drinking,09/14/2009 01:51:59 PM,+16174126845,79882,"(42.32983, -71.09154)"
Juice Boston @ MBTA,,145 Dartmouth,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,02/03/2012 09:19:44 AM,+19175337788,46313,"(42.34738, -71.07484)"
Julep Bar,,200 High,Boston,MA,02110,Active,FS,Eating & Drinking,01/23/2007 02:11:50 PM,+16172614200,,"(42.3594, -71.0587)"
Just Add Cooking,,31 Germania,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,09/26/2013 08:46:44 AM,+16172752507,157658,"(42.314412, -71.103008)"
Just Steaks,,481 Geneva,Dorchester,MA,02122,Active,FT,Eating & Drinking w/ Take Out,01/17/2014 12:58:24 PM,+16177749465,156569,"(42.299318, -71.064788)"
K O Catering and Pies,,87 A,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,10/05/2010 03:09:04 PM,+16174800895,61,"(42.342447, -71.054567)"
Kaju Tofu House,,56 Harvard,Allston,MA,02134,Active,FS,Eating & Drinking,12/16/2011 10:41:38 AM,+16172088540,155972,"(42.354326, -71.132221)"
KALIHARI GRILL,,1 Circuit,Roxbury,MA,02119,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:18 PM,+16179892007,154032,"(42.32318, -71.08645)"
Kam Man Food South Bay,,59 Enterprise,Dorchester,MA,02125,Active,FT,Eating & Drinking w/ Take Out,11/19/2012 08:45:38 AM,+16175412288,54142,"(42.324296, -71.063122)"
KANTIN,,1 Brighton,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:36 PM,+16175678388,157732,"(42.352411, -71.125329)"
Kapow,,2257 Dorchester,Dorchester,MA,02124,Active,FT,Eating & Drinking w/ Take Out,06/06/2013 08:05:41 AM,+16172967505,156107,"(42.273398, -71.067948)"
KASHMIR INDIAN RESTAURANT,,279 Newbury,Boston,MA,02116,Active,FS,Eating & Drinking,12/07/2006 01:34:25 PM,+16175361695,101491,"(42.34938, -71.084014)"
Kaze Shabu Shabu,,41 Essex,Boston,MA,02111,Active,FS,Eating & Drinking,08/23/2007 03:01:57 PM,+16173388783,54334,"(42.35235, -71.06158)"
Kelleher's Bar and Grille,,1410 Centre,Roslindale,MA,02131,Active,FS,Eating & Drinking,10/27/2009 08:51:00 AM,+16173251222,27568,"(42.293937, -71.13618)"
KELLEY'S SQ. PUB,,84 Bennington,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:09 PM,+16175674627,156276,"(42.376231, -71.035629)"
Kentucky Fried Chicken,,465 Washington,Dorchester,MA,02124,Active,FT,Eating & Drinking w/ Take Out,03/25/2011 02:33:27 PM,+17819820755,158171,"(42.295093, -71.072339)"
Kentucky Fried Chicken,,5318 Washington,West Roxbury,MA,02132,Active,FT,Eating & Drinking w/ Take Out,03/25/2011 02:36:26 PM,+17819820755,145716,"(42.25787, -71.1608)"
Kentucky Fried Chicken,,625 American Legion,Roslindale,MA,02131,Active,FT,Eating & Drinking w/ Take Out,03/25/2011 02:11:14 PM,+17819820755,3173,"(42.28559, -71.11089)"
Kentucky Fried Chicken,,695 Columbia,Dorchester,MA,02125,Active,FT,Eating & Drinking w/ Take Out,03/25/2011 02:27:02 PM,+17819820755,156502,"(42.31997, -71.061799)"
KFC,,30 Beacon,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,11/15/2011 01:28:09 PM,+17819820755,12776,"(42.35359, -71.13892)"
Ki Bistro,,270 Babcock,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,08/26/2013 08:52:48 AM,+16175621400,161758,"(42.352661, -71.121837)"
Kindred Hospital Boston,,1515 COMMONWEALTH ,BRIGHTON,MA,02135,Active,FS,Eating & Drinking,12/07/2006 01:35:32 PM,+16172541100,,"(42.3594, -71.0587)"
KING AND I CORP.,,145 Charles,Boston,MA,02114,Active,FS,Eating & Drinking,12/07/2006 01:34:13 PM,+16177338203,29131,"(42.360364, -71.070575)"
KING'S LANE LOUNGE & BILLIARDS,,50 Dalton,Boston,MA,02115,Active,FS,Eating & Drinking,12/07/2006 01:35:45 PM,+16172622605,45832,"(42.347065, -71.085643)"
